"full_name","suburb","speed","st_asgeojson"
"Civic Cres","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71175,-36.72569],[174.71189,-36.72544]]}"
"Gills Rd","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.70053,-36.72156],[174.70062,-36.72147],[174.70067,-36.72138],[174.7008,-36.72106]]}"
"Gills Rd","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.7008,-36.72106],[174.70094,-36.72073]]}"
"Fairview Ave","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.71437,-36.71587],[174.71437,-36.7158],[174.71435,-36.71569],[174.71432,-36.71557]]}"
"Albany Heights Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.67413,-36.71421],[174.67446,-36.71387]]}"
"Civic Cres","Albany","30","{""type"":""LineString"",""coordinates"":[[174.70661,-36.72616],[174.7065,-36.72587],[174.70641,-36.72574],[174.70618,-36.72559]]}"
"Lonely Track Rd","Dairy Flat","50","{""type"":""LineString"",""coordinates"":[[174.7104,-36.70801],[174.71046,-36.70788],[174.71076,-36.70755],[174.71088,-36.70746],[174.71099,-36.7074],[174.71113,-36.70734]]}"
"Gills Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69486,-36.72366],[174.69509,-36.72352],[174.69567,-36.72309]]}"
"Gills Rd","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69597,-36.72295],[174.69611,-36.72289],[174.69632,-36.72284],[174.6965,-36.72283]]}"
"East Coast Rd","Sunnynook","50","{""type"":""LineString"",""coordinates"":[[174.74595,-36.74771],[174.74587,-36.74763],[174.74579,-36.74755],[174.7457,-36.74747],[174.74562,-36.7474]]}"
"Lakeridge Clos","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72295,-36.70921],[174.72299,-36.7092],[174.72302,-36.70918],[174.72308,-36.70915]]}"
"Lakeridge Clos","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72295,-36.70921],[174.72291,-36.70921],[174.72288,-36.7092],[174.72286,-36.70917],[174.72286,-36.70914]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.69564,-36.73121],[174.69549,-36.73103]]}"
"Horizon View Rd","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71984,-36.71781],[174.72003,-36.71764],[174.72046,-36.71711],[174.72048,-36.71703],[174.72048,-36.71696],[174.72045,-36.7169]]}"
"Manu Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72194,-36.72593],[174.72183,-36.72592],[174.72178,-36.72588]]}"
"Manu Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72194,-36.72593],[174.72212,-36.72591],[174.72219,-36.72589],[174.72222,-36.72587],[174.72223,-36.72583]]}"
"Manu Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72178,-36.72588],[174.72181,-36.72585],[174.72187,-36.72582],[174.72215,-36.72578],[174.7222,-36.72579],[174.72223,-36.72583]]}"
,"Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72238,-36.73016],[174.72241,-36.73018],[174.72244,-36.73019],[174.72248,-36.73019],[174.72251,-36.73018],[174.72254,-36.73016]]}"
,"Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72238,-36.73016],[174.72237,-36.73014],[174.72236,-36.73011],[174.72236,-36.73009],[174.72237,-36.73007],[174.7224,-36.73004]]}"
,"Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72183,-36.73055],[174.72238,-36.73016]]}"
"Bundoran Way","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72199,-36.72825],[174.72205,-36.72823],[174.7221,-36.72819]]}"
"Bundoran Way","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7221,-36.72819],[174.72217,-36.72813],[174.72223,-36.72806],[174.72223,-36.72803],[174.72221,-36.72801],[174.72218,-36.728]]}"
"Carrigans Clos","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71797,-36.72906],[174.71793,-36.72899]]}"
"Carrigans Clos","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71793,-36.72899],[174.71785,-36.7289],[174.71782,-36.72888],[174.71777,-36.72887]]}"
"Buncrana Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71901,-36.73002],[174.71908,-36.73002]]}"
"Buncrana Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71923,-36.73019],[174.71917,-36.73019],[174.71911,-36.73016],[174.71907,-36.73012],[174.71901,-36.73002]]}"
"Buncrana Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.71923,-36.73019],[174.71926,-36.73015],[174.71926,-36.73011],[174.71922,-36.73006],[174.71916,-36.73003],[174.71908,-36.73002]]}"
"Gails Dr","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71743,-36.67733],[174.71759,-36.67728],[174.71772,-36.67722]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.72065,-36.68028],[174.72035,-36.67924]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.72035,-36.67924],[174.72028,-36.67899]]}"
"Hollyhock Pl","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73685,-36.72009],[174.73717,-36.71985],[174.7372,-36.71981],[174.73718,-36.71976]]}"
"Hollyhock Pl","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73718,-36.71976],[174.73713,-36.71974],[174.73704,-36.71974],[174.73689,-36.71975]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71734,-36.69452],[174.71749,-36.69409],[174.71753,-36.69399],[174.71762,-36.69384],[174.71774,-36.69361],[174.71777,-36.69353],[174.71779,-36.69345],[174.7179,-36.69285]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71778,-36.68831],[174.71749,-36.68813],[174.71731,-36.68801],[174.71714,-36.68789],[174.7169,-36.68769]]}"
"Trotting Ter","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.7214,-36.7105],[174.72142,-36.71002]]}"
"Trotting Ter","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.72142,-36.71002],[174.72144,-36.70997],[174.72145,-36.70992],[174.72144,-36.70986],[174.72143,-36.70982],[174.7214,-36.70979]]}"
"Trotting Ter","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.72142,-36.71002],[174.72135,-36.70996],[174.7213,-36.70991]]}"
"Trotting Ter","Fairview Heights","50","{""type"":""LineString"",""coordinates"":[[174.7213,-36.70991],[174.72128,-36.70988],[174.72127,-36.70985],[174.72129,-36.70982],[174.72133,-36.7098],[174.72137,-36.70979],[174.7214,-36.70979]]}"
"Rosses Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72695,-36.73032],[174.72701,-36.73031],[174.72707,-36.73029]]}"
"Rosses Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72695,-36.73032],[174.72693,-36.73026],[174.72694,-36.73022],[174.72701,-36.73013]]}"
"Kilkelly Ave","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7295,-36.72917],[174.72956,-36.7291]]}"
"Kilkelly Ave","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7295,-36.72917],[174.72945,-36.72913],[174.72941,-36.72907],[174.7294,-36.72901],[174.72943,-36.72897],[174.7295,-36.72895]]}"
"Kilkelly Ave","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72956,-36.7291],[174.72957,-36.72902],[174.72955,-36.72898],[174.7295,-36.72895]]}"
"Loughros Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.73244,-36.73169],[174.73252,-36.73169]]}"
"Loughros Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7327,-36.7318],[174.73269,-36.73177],[174.73265,-36.73173],[174.7326,-36.73171],[174.73252,-36.73169]]}"
"Loughros Pl","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.7327,-36.7318],[174.73269,-36.73183],[174.73266,-36.73184],[174.7326,-36.73184],[174.73254,-36.73182],[174.73249,-36.73179],[174.73245,-36.73174],[174.73244,-36.73169]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.69031,-36.73293],[174.69035,-36.73294],[174.69039,-36.73293]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.69031,-36.73293],[174.69029,-36.73291],[174.69028,-36.73288],[174.69029,-36.73285]]}"
"Wharf Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69021,-36.73337],[174.69014,-36.73335]]}"
"Wharf Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69014,-36.73335],[174.68879,-36.73306],[174.6886,-36.73304],[174.68842,-36.73306],[174.68831,-36.73309],[174.6882,-36.73313],[174.68807,-36.73321],[174.68795,-36.73332]]}"
"Landing Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69014,-36.73335],[174.69031,-36.73293]]}"
"Vicente Pl","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71861,-36.71816],[174.71858,-36.71813],[174.71857,-36.7181],[174.71858,-36.71807],[174.71861,-36.71805],[174.71865,-36.71804],[174.7187,-36.71805]]}"
"Vicente Pl","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71861,-36.71816],[174.71865,-36.71817],[174.71869,-36.71816],[174.71872,-36.71813],[174.71873,-36.7181]]}"
"Vicente Pl","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71873,-36.7181],[174.71872,-36.71807],[174.7187,-36.71805]]}"
"Lismore Way","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71742,-36.72255],[174.71742,-36.72249],[174.71737,-36.7224],[174.71732,-36.72232]]}"
"Lismore Way","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71732,-36.72232],[174.71733,-36.72209],[174.71733,-36.722],[174.71729,-36.72191],[174.71724,-36.72183],[174.71716,-36.72178],[174.71681,-36.7216]]}"
"Lismore Way","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71725,-36.72258],[174.71729,-36.72262],[174.71733,-36.72262],[174.71738,-36.7226],[174.71742,-36.72255]]}"
"Lismore Way","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71725,-36.72258],[174.71723,-36.72252],[174.71725,-36.72246],[174.71729,-36.72239],[174.71732,-36.72232]]}"
"Perekia St","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69138,-36.72151],[174.69159,-36.72129]]}"
"Kowhai Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75242,-36.74536],[174.75287,-36.7448],[174.75295,-36.7447],[174.75302,-36.7446],[174.75307,-36.7445],[174.75311,-36.7444],[174.75314,-36.7443],[174.75317,-36.74414],[174.75319,-36.74403],[174.75322,-36.74393],[174.75327,-36.74383],[174.75332,-36.74373],[174.75338,-36.74363],[174.75345,-36.74353],[174.75353,-36.74344],[174.7538,-36.74314],[174.75388,-36.74306],[174.75396,-36.74299],[174.75404,-36.74293],[174.75414,-36.74288],[174.75424,-36.74284],[174.75435,-36.7428],[174.75451,-36.74275],[174.75544,-36.74249],[174.75557,-36.74245],[174.75565,-36.74242],[174.75573,-36.74238],[174.75578,-36.74234],[174.75582,-36.74229],[174.75586,-36.74223],[174.75589,-36.74216],[174.75591,-36.74209],[174.75602,-36.74146],[174.75604,-36.74137],[174.75606,-36.74128]]}"
"Beach Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75822,-36.74517],[174.75752,-36.74455]]}"
"Beach Rd","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75448,-36.74035],[174.75448,-36.74024],[174.75447,-36.74015],[174.75445,-36.74006]]}"
"Beach Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75752,-36.74455],[174.7572,-36.74426]]}"
"Beach Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.7568,-36.74136],[174.75672,-36.7413],[174.75664,-36.74125],[174.75656,-36.74121],[174.75645,-36.74117],[174.75634,-36.74114],[174.75623,-36.74112],[174.75612,-36.74111]]}"
"Cornerstone Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71066,-36.72427],[174.71097,-36.72368]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.71097,-36.72368],[174.71012,-36.72343]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.71012,-36.72343],[174.7088,-36.72334]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.71012,-36.72343],[174.71025,-36.72229]]}"
"Baulcomb Pde","Windsor Park","50","{""type"":""LineString"",""coordinates"":[[174.73097,-36.73537],[174.73111,-36.73542],[174.73162,-36.73569],[174.73174,-36.73573],[174.73187,-36.73576],[174.73202,-36.73577],[174.73217,-36.73576],[174.7323,-36.73572],[174.73239,-36.73567],[174.73246,-36.73562],[174.73274,-36.73532]]}"
"Meridian Ct","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71549,-36.71798],[174.71546,-36.71796],[174.71544,-36.7179],[174.71545,-36.71784],[174.71548,-36.71777],[174.71551,-36.71771],[174.71556,-36.71766]]}"
"Meridian Ct","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71556,-36.71766],[174.71562,-36.71756],[174.71569,-36.7175],[174.7158,-36.71743],[174.71588,-36.7174],[174.71598,-36.71737],[174.71643,-36.71735]]}"
"Meridian Ct","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71549,-36.71798],[174.71555,-36.71797],[174.71559,-36.71792],[174.71561,-36.71786]]}"
"Meridian Ct","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71561,-36.71786],[174.71561,-36.7178],[174.7156,-36.71774],[174.71556,-36.71766]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70366,-36.72291],[174.70356,-36.72272]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70366,-36.72291],[174.70369,-36.72288],[174.70372,-36.72286],[174.70375,-36.72285]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70375,-36.72285],[174.7038,-36.72284],[174.70386,-36.72285]]}"
,"Albany","60","{""type"":""LineString"",""coordinates"":[[174.70375,-36.72285],[174.70356,-36.72272]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74089,-36.68621],[174.74089,-36.68593],[174.74093,-36.68585]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74093,-36.68585],[174.74086,-36.6853],[174.74071,-36.68464]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74941,-36.69138],[174.74932,-36.69129],[174.74921,-36.6912],[174.74909,-36.69113],[174.74896,-36.69107],[174.74847,-36.69093],[174.74832,-36.69086],[174.7482,-36.69078],[174.7481,-36.69069],[174.74782,-36.6904]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74782,-36.6904],[174.74773,-36.69036],[174.74756,-36.69019]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74089,-36.68621],[174.74101,-36.68616]]}"
"Kiokio St","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74101,-36.68616],[174.7424,-36.68554]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74101,-36.68616],[174.74098,-36.68592],[174.74093,-36.68585]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74108,-36.68681],[174.74101,-36.68616]]}"
"Makura Rd","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74096,-36.68684],[174.74108,-36.68681]]}"
"Makura Rd","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74108,-36.68681],[174.74124,-36.68676],[174.74177,-36.68654],[174.74192,-36.68649]]}"
"Islet Rd","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74422,-36.68917],[174.74428,-36.68908]]}"
"Islet Rd","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74428,-36.68908],[174.74434,-36.68896],[174.74442,-36.68887],[174.74473,-36.68865],[174.74477,-36.6886],[174.74477,-36.68854],[174.7447,-36.68832]]}"
"Bearing Pde","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74526,-36.68931],[174.74529,-36.68924]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74704,-36.68964],[174.74677,-36.68952],[174.74659,-36.68946],[174.74639,-36.68941],[174.74529,-36.68924]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74697,-36.68969],[174.74704,-36.68964]]}"
"Bearing Pde","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74704,-36.68964],[174.74772,-36.68912],[174.7478,-36.68904],[174.74782,-36.68897]]}"
"Civil Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.7221,-36.74292],[174.72264,-36.74274],[174.72291,-36.74267]]}"
"Civil Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72291,-36.74267],[174.72295,-36.74262],[174.723,-36.74259],[174.72307,-36.74257],[174.72313,-36.74257],[174.72318,-36.74259],[174.72321,-36.74263]]}"
"Civil Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72316,-36.74271],[174.72309,-36.74273],[174.72303,-36.74273],[174.72297,-36.74271],[174.72291,-36.74267]]}"
"Civil Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72316,-36.74271],[174.7232,-36.74267],[174.72321,-36.74263]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74782,-36.6904],[174.7478,-36.69033],[174.74764,-36.69017]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74764,-36.69017],[174.74733,-36.68985],[174.74719,-36.68974],[174.74704,-36.68964]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74145,-36.6878],[174.74135,-36.68764],[174.74127,-36.6875],[174.74119,-36.68729],[174.74114,-36.68712],[174.74108,-36.68681]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74174,-36.68817],[174.74151,-36.68788],[174.74145,-36.6878]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74165,-36.68822],[174.74135,-36.68784]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74135,-36.68784],[174.74119,-36.68759],[174.74112,-36.6874],[174.74101,-36.68712],[174.74096,-36.68684]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74135,-36.68784],[174.74145,-36.6878]]}"
"Cavalli Rd","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74165,-36.68822],[174.74174,-36.68817]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74428,-36.68908],[174.74358,-36.68899],[174.74331,-36.68894],[174.74311,-36.68889],[174.74296,-36.68884],[174.7427,-36.68875],[174.74228,-36.68857]]}"
"Caldera Dr","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74219,-36.68863],[174.74228,-36.68857]]}"
"Caldera Dr","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74496,-36.68927],[174.745,-36.6892]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74529,-36.68924],[174.745,-36.6892]]}"
"Te Oneroa Way","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.745,-36.6892],[174.74428,-36.68908]]}"
"Kristin Ln","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71307,-36.74064],[174.71318,-36.7406],[174.71323,-36.74056],[174.71325,-36.7405],[174.71325,-36.74045],[174.71325,-36.7403]]}"
"Kristin Ln","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71325,-36.7403],[174.71325,-36.74023],[174.71323,-36.74015],[174.71318,-36.74011],[174.71313,-36.74008],[174.71307,-36.74007],[174.71297,-36.74008]]}"
"Oteha Valley Rd","Albany","60","{""type"":""LineString"",""coordinates"":[[174.69856,-36.72618],[174.69862,-36.72601],[174.69868,-36.72586],[174.69877,-36.72569],[174.69889,-36.72551]]}"
"Oteha Valley Rd","Albany","60","{""type"":""LineString"",""coordinates"":[[174.69889,-36.72551],[174.69897,-36.72541],[174.69909,-36.72528]]}"
"Oteha Valley Road Ext","Albany","60","{""type"":""LineString"",""coordinates"":[[174.699,-36.72522],[174.69875,-36.72507]]}"
"Oteha Valley Road Ext","Albany","60","{""type"":""LineString"",""coordinates"":[[174.69875,-36.72507],[174.69867,-36.72502],[174.69855,-36.72498]]}"
,"Albany","60","{""type"":""LineString"",""coordinates"":[[174.69878,-36.72544],[174.69882,-36.72534],[174.69883,-36.72529],[174.69884,-36.72523],[174.69883,-36.72518],[174.6988,-36.72513],[174.69875,-36.72507]]}"
"Home Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72719,-36.74948],[174.7274,-36.74932]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72739,-36.74929],[174.7274,-36.74926],[174.72742,-36.74924],[174.72745,-36.74923],[174.72749,-36.74923],[174.72752,-36.74924]]}"
"Arrenway Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72147,-36.74169],[174.72117,-36.74111],[174.7211,-36.74091],[174.72107,-36.74072],[174.72108,-36.74053],[174.72112,-36.74037],[174.7212,-36.7402],[174.72131,-36.74004],[174.7214,-36.73994]]}"
"Arrenway Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.7214,-36.73994],[174.7214,-36.73986]]}"
"Clemow's Ln","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70876,-36.73973],[174.70873,-36.73958],[174.70869,-36.7395],[174.70861,-36.73937],[174.70848,-36.73923],[174.70837,-36.73914],[174.70794,-36.73889]]}"
"Clemow's Ln","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70744,-36.73854],[174.70655,-36.73802],[174.70626,-36.73789],[174.7061,-36.73785],[174.70595,-36.73782],[174.70561,-36.7378]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74779,-36.71446],[174.74759,-36.71445]]}"
"Bute Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74759,-36.71445],[174.74731,-36.71444]]}"
"Bluestone Rise","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70893,-36.74227],[174.70891,-36.74199],[174.7089,-36.74171]]}"
"Burnside Ct","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70887,-36.74234],[174.7087,-36.74236],[174.70843,-36.74235],[174.70822,-36.74233],[174.70814,-36.74231],[174.70808,-36.74227],[174.70799,-36.74217]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71215,-36.73342],[174.71169,-36.73338],[174.71158,-36.7334]]}"
"Devonshire Rd","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72309,-36.75556],[174.72318,-36.75551]]}"
"Devonshire Rd","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72318,-36.75551],[174.72441,-36.75476]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.69658,-36.74253],[174.69656,-36.74251],[174.69655,-36.74248],[174.69655,-36.74244]]}"
"Lonely Track Rd","Dairy Flat","70","{""type"":""LineString"",""coordinates"":[[174.70766,-36.709],[174.70776,-36.70888],[174.70798,-36.70869],[174.70816,-36.70856]]}"
"Lonely Track Rd","Dairy Flat","50","{""type"":""LineString"",""coordinates"":[[174.70816,-36.70856],[174.70836,-36.70842],[174.70853,-36.70831],[174.70865,-36.70826],[174.70876,-36.70824],[174.70896,-36.70823],[174.70953,-36.70827],[174.70975,-36.70824],[174.70998,-36.70818],[174.71021,-36.7081],[174.7104,-36.70801]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.71226,-36.73357],[174.7123,-36.73356],[174.71232,-36.73355]]}"
"Bush Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70722,-36.73427],[174.70731,-36.73419]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74296,-36.71445],[174.74299,-36.71446],[174.74302,-36.71446],[174.74305,-36.71445],[174.74307,-36.71444]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74307,-36.71444],[174.74309,-36.71441]]}"
"Beach Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74301,-36.71466],[174.74305,-36.71459],[174.74307,-36.71454],[174.74308,-36.7145],[174.74307,-36.71444]]}"
"Rothwell Ave","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.69816,-36.75381],[174.69838,-36.75362],[174.69855,-36.75346]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71213,-36.73353],[174.71168,-36.73344],[174.71158,-36.7334]]}"
"Rosedale Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69521,-36.74264],[174.69625,-36.74251]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71158,-36.7334],[174.71119,-36.73334],[174.71106,-36.7333],[174.71093,-36.73324],[174.71048,-36.73297]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.71213,-36.73353],[174.71212,-36.7335],[174.71212,-36.73347],[174.71213,-36.73344],[174.71215,-36.73342]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.71232,-36.73355],[174.71235,-36.73352],[174.71236,-36.73348],[174.71235,-36.73344]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71296,-36.73351],[174.71287,-36.73348],[174.71272,-36.73346],[174.71235,-36.73344]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71296,-36.73351],[174.71311,-36.73352],[174.71328,-36.73351],[174.71349,-36.73347],[174.7137,-36.73339],[174.71392,-36.73327],[174.71409,-36.73312],[174.71421,-36.73296],[174.71429,-36.73278],[174.71433,-36.7326],[174.71432,-36.7324],[174.71427,-36.73221],[174.71402,-36.7315]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71232,-36.73355],[174.71273,-36.73354],[174.71286,-36.73353],[174.71296,-36.73351]]}"
"Bush Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70682,-36.73461],[174.7069,-36.73454],[174.70701,-36.73445],[174.70722,-36.73427]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71231,-36.73556],[174.71272,-36.73541],[174.71287,-36.73537]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71423,-36.73604],[174.71426,-36.73587],[174.71423,-36.73573],[174.71414,-36.73558],[174.71403,-36.7355],[174.71389,-36.73544],[174.71374,-36.7354],[174.71336,-36.73534]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71287,-36.73537],[174.71294,-36.73532],[174.71303,-36.7353],[174.71315,-36.73529],[174.71325,-36.7353],[174.71336,-36.73534]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71311,-36.73538],[174.71296,-36.73539],[174.71287,-36.73537]]}"
"Pukatea Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71311,-36.73538],[174.71327,-36.73537],[174.71336,-36.73534]]}"
"Albany Expy","Albany","80","{""type"":""LineString"",""coordinates"":[[174.70168,-36.72991],[174.70143,-36.72974],[174.70122,-36.7296]]}"
