"full_name","suburb","speed","st_asgeojson"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70294,-36.73936],[174.70298,-36.73921],[174.70298,-36.73905],[174.70295,-36.73892]]}"
"Irvine Pl","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.64409,-36.75279],[174.64546,-36.75277]]}"
"Margaret Dr","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71096,-36.7139],[174.71081,-36.71376]]}"
"Kahikatea Clos","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75605,-36.74708],[174.7565,-36.74701]]}"
"The Rise","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73123,-36.74042],[174.73143,-36.74036],[174.73161,-36.74031],[174.73179,-36.74022],[174.73187,-36.74018],[174.73192,-36.74013]]}"
"Olive Grv","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71364,-36.71549],[174.71356,-36.71547],[174.71343,-36.71541],[174.71335,-36.715]]}"
"Kell Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69586,-36.72611],[174.69606,-36.72605]]}"
"Rautahi Ter","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68514,-36.68624],[174.68518,-36.68615],[174.68527,-36.68608]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.71099,-36.72861],[174.71105,-36.72857],[174.71115,-36.72854]]}"
,"Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75588,-36.74712],[174.75589,-36.74708],[174.75592,-36.74706],[174.75597,-36.74705],[174.75602,-36.74706],[174.75605,-36.74708]]}"
"Lucas Pt","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69097,-36.72541],[174.69106,-36.72538],[174.6911,-36.72534],[174.69114,-36.72528],[174.69124,-36.72497]]}"
"Tir Conaill Ln","Okura","50","{""type"":""LineString"",""coordinates"":[[174.73894,-36.67658],[174.73884,-36.67633],[174.73883,-36.67605],[174.73884,-36.67527],[174.73887,-36.67458],[174.73888,-36.6739],[174.73886,-36.6737],[174.73879,-36.67355],[174.73837,-36.67317],[174.73772,-36.67268]]}"
,"Long Bay","20","{""type"":""LineString"",""coordinates"":[[174.75006,-36.68799],[174.75,-36.68784],[174.74998,-36.68771],[174.75001,-36.68735],[174.7501,-36.68695],[174.7501,-36.68687],[174.74998,-36.6863]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.6915,-36.72443],[174.69154,-36.72439],[174.69151,-36.72433],[174.69125,-36.72383],[174.69119,-36.72361],[174.69114,-36.72344],[174.69111,-36.72336],[174.69095,-36.72321]]}"
,"Albany","15","{""type"":""LineString"",""coordinates"":[[174.70877,-36.73022],[174.70878,-36.73018],[174.70877,-36.73014],[174.70873,-36.7301],[174.70867,-36.73009],[174.70861,-36.7301],[174.70857,-36.73014],[174.70856,-36.73018]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.75006,-36.68799],[174.75052,-36.68781]]}"
"Teed Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73041,-36.73788],[174.73013,-36.73771],[174.72999,-36.73764],[174.72974,-36.73759],[174.72951,-36.73759],[174.72904,-36.7377],[174.72859,-36.73781]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.7099,-36.7316],[174.70996,-36.73153],[174.70999,-36.73117],[174.70996,-36.73113],[174.70991,-36.7311],[174.70985,-36.73109],[174.70958,-36.73116],[174.70949,-36.73118],[174.70942,-36.73117]]}"
"Home Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72677,-36.74915],[174.72656,-36.74897]]}"
,"Windsor Park","10","{""type"":""LineString"",""coordinates"":[[174.73599,-36.74325],[174.73551,-36.74297]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70066,-36.73384],[174.70051,-36.73374]]}"
"Windsor Cres","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72599,-36.71183],[174.72617,-36.71146],[174.72622,-36.71135]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70535,-36.72861],[174.70525,-36.72857],[174.70521,-36.72849]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70248,-36.73342],[174.70234,-36.73342],[174.70225,-36.73339],[174.70217,-36.73334]]}"
,"Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.67462,-36.68779],[174.67453,-36.68773],[174.67441,-36.68736],[174.67429,-36.68724],[174.67412,-36.68716],[174.67253,-36.68657]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72712,-36.75015],[174.72777,-36.74977]]}"
"Northcross Dr","Oteha","10","{""type"":""LineString"",""coordinates"":[[174.72119,-36.71843],[174.72115,-36.71823],[174.72113,-36.71818],[174.72108,-36.71815],[174.72055,-36.71801],[174.72049,-36.71801],[174.72046,-36.71803],[174.72032,-36.71818]]}"
"Oaklands Rd","Albany","30","{""type"":""LineString"",""coordinates"":[[174.69381,-36.73677],[174.69376,-36.73654]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70183,-36.72573],[174.70185,-36.72559],[174.70185,-36.72548],[174.70182,-36.72539],[174.70161,-36.72508]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72789,-36.74999],[174.72777,-36.74977]]}"
,"Rosedale","20","{""type"":""LineString"",""coordinates"":[[174.71462,-36.75024],[174.71487,-36.75018]]}"
,"Okura","50","{""type"":""LineString"",""coordinates"":[[174.71043,-36.68097],[174.71027,-36.68099],[174.71002,-36.68092],[174.70976,-36.68083],[174.70964,-36.68071],[174.7096,-36.68059],[174.70948,-36.68035],[174.70942,-36.6803],[174.70931,-36.68029],[174.70925,-36.68033],[174.70919,-36.68039],[174.70917,-36.68047],[174.70918,-36.68065],[174.70915,-36.6807],[174.70909,-36.68073],[174.70895,-36.68075],[174.70879,-36.68076]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70123,-36.73443],[174.70198,-36.73487],[174.70211,-36.73491],[174.70222,-36.7349],[174.70231,-36.73486],[174.70251,-36.73457],[174.70276,-36.73429],[174.70288,-36.73414]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70292,-36.72248],[174.70317,-36.72237]]}"
,"Coatesville","80","{""type"":""LineString"",""coordinates"":[[174.63867,-36.72546],[174.63859,-36.72523],[174.63855,-36.72504],[174.63846,-36.72473],[174.63836,-36.72439],[174.63836,-36.72436],[174.63838,-36.72434],[174.64036,-36.72393]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74004,-36.68811],[174.73986,-36.68778],[174.73986,-36.68774],[174.73996,-36.68769],[174.74014,-36.68762],[174.74023,-36.68761]]}"
"Wharerata Pl","Albany","10","{""type"":""LineString"",""coordinates"":[[174.69233,-36.73616],[174.69217,-36.736],[174.69211,-36.73589],[174.69203,-36.73565]]}"
"Hokowhitu Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69424,-36.735],[174.69432,-36.735]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.72134,-36.69327],[174.72178,-36.69319]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.73629,-36.67989],[174.73672,-36.67967]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70083,-36.73393],[174.70066,-36.73384]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.6915,-36.72443],[174.69114,-36.72458],[174.69108,-36.72456],[174.69038,-36.72367],[174.69038,-36.72361]]}"
"Peony Mews","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71566,-36.72553],[174.71556,-36.72527]]}"
"Kings Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73231,-36.73866],[174.73233,-36.73861],[174.73234,-36.73855],[174.73234,-36.73849],[174.73231,-36.7384],[174.73227,-36.73835]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.75052,-36.68781],[174.75027,-36.68722],[174.75029,-36.68717],[174.75032,-36.68713]]}"
,"Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.68637,-36.75138],[174.6868,-36.75106]]}"
"Perekia St","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69138,-36.72151],[174.69065,-36.72105],[174.69058,-36.72099],[174.69048,-36.72087],[174.69046,-36.72082],[174.69048,-36.72077],[174.69051,-36.72074],[174.69064,-36.72067]]}"
"Langana Ave","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.72818,-36.72164],[174.72858,-36.72155]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70933,-36.73298],[174.70953,-36.73291]]}"
"University Ave","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70049,-36.73181],[174.70029,-36.73173],[174.70018,-36.73164],[174.70012,-36.73154],[174.70011,-36.73147],[174.70007,-36.73142],[174.7,-36.7314]]}"
,"Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.7327,-36.74133],[174.73216,-36.74079]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70381,-36.72974],[174.70395,-36.72969],[174.70404,-36.72963],[174.70417,-36.72949],[174.70424,-36.72945],[174.70431,-36.72943]]}"
"Brompton Ln","Rosedale","10","{""type"":""LineString"",""coordinates"":[[174.73162,-36.73867],[174.73161,-36.73846],[174.73165,-36.73838]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.72077,-36.6934],[174.72049,-36.69343],[174.72004,-36.69346],[174.71994,-36.69344],[174.7199,-36.69337],[174.71992,-36.69329],[174.71999,-36.69319],[174.72011,-36.69303]]}"
"Tarata Ct","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.6838,-36.68637],[174.68383,-36.68633],[174.68388,-36.68631],[174.68394,-36.68631]]}"
"The Oval","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.64874,-36.75373],[174.64827,-36.75366]]}"
"Regency Ln","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72412,-36.71193],[174.72388,-36.71191],[174.72364,-36.71191],[174.72344,-36.71191]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.73634,-36.6791],[174.73813,-36.67836]]}"
"Quail Dr","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69302,-36.71822],[174.6907,-36.71725]]}"
,"Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68354,-36.68365],[174.68369,-36.68321],[174.68392,-36.6825],[174.68414,-36.6821]]}"
"Fields Pde","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.72188,-36.71404],[174.72096,-36.71356]]}"
"Lucas Pt","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69124,-36.72497],[174.69095,-36.72469]]}"
,"Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.75597,-36.74719],[174.75592,-36.74718],[174.75589,-36.74716],[174.75588,-36.74712]]}"
,"Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.6918,-36.72583],[174.69183,-36.72581],[174.69188,-36.7258],[174.69193,-36.72581]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71125,-36.73049],[174.71133,-36.73032]]}"
,"Albany","15","{""type"":""LineString"",""coordinates"":[[174.70919,-36.7303],[174.70939,-36.73026]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70634,-36.731],[174.70649,-36.73084]]}"
"St Andrews Way","Albany","50","{""type"":""LineString"",""coordinates"":[[174.68949,-36.74892],[174.68953,-36.74892],[174.68957,-36.74891],[174.68959,-36.74888],[174.6896,-36.74884]]}"
"Sohlue Pl","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71985,-36.72008],[174.71944,-36.72009],[174.71913,-36.72005],[174.71889,-36.72001],[174.71876,-36.71996],[174.7185,-36.71982],[174.71794,-36.71947],[174.71775,-36.71932],[174.71771,-36.71925],[174.7177,-36.71919]]}"
"Paterson Mews","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.7459,-36.71339],[174.7457,-36.71333]]}"
,"Rosedale","5","{""type"":""LineString"",""coordinates"":[[174.73162,-36.74153],[174.73149,-36.7414]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70227,-36.72815],[174.70219,-36.72805],[174.7021,-36.72799],[174.70197,-36.72795],[174.70183,-36.72796],[174.70153,-36.72803],[174.7014,-36.72804],[174.70125,-36.72804],[174.70094,-36.72796],[174.70068,-36.72782],[174.70043,-36.7276],[174.70029,-36.72733],[174.70025,-36.72705],[174.70029,-36.72678],[174.70039,-36.72655],[174.70054,-36.72634],[174.70075,-36.72615],[174.70103,-36.72599],[174.70127,-36.7259],[174.70155,-36.72586],[174.70181,-36.72585]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.73574,-36.67937],[174.73634,-36.6791]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70298,-36.72906],[174.70304,-36.72889]]}"
"Northcross Dr","Oteha","10","{""type"":""LineString"",""coordinates"":[[174.72105,-36.71841],[174.721,-36.71841],[174.72097,-36.71844],[174.72089,-36.71859],[174.72085,-36.71863],[174.72079,-36.71864],[174.72036,-36.71854],[174.72027,-36.71849],[174.72021,-36.71844],[174.72019,-36.71839],[174.72019,-36.71835],[174.72032,-36.71818]]}"
"Hibiscus Cres","Fairview Heights","10","{""type"":""LineString"",""coordinates"":[[174.71081,-36.71376],[174.71074,-36.71369],[174.7107,-36.71366],[174.71066,-36.71365],[174.71059,-36.71366],[174.71035,-36.71367],[174.71009,-36.71369],[174.70986,-36.71374]]}"
"Tiki Ln","Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.74357,-36.68722],[174.74362,-36.68719]]}"
"Lucas Pt","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69142,-36.72584],[174.69154,-36.72583],[174.6918,-36.72583]]}"
"Genoa Way","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69841,-36.71976],[174.69828,-36.7198],[174.69812,-36.71984],[174.69795,-36.71982],[174.69781,-36.71978],[174.69769,-36.7197],[174.6976,-36.71959],[174.69754,-36.71944],[174.69757,-36.71922],[174.69761,-36.71897]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72647,-36.74998],[174.72719,-36.74948]]}"
,"Browns Bay","10","{""type"":""LineString"",""coordinates"":[[174.74173,-36.71581],[174.74168,-36.71586],[174.74158,-36.71589],[174.74146,-36.7159],[174.74048,-36.7159],[174.74034,-36.71589],[174.74025,-36.71586],[174.74021,-36.71579],[174.7402,-36.7157],[174.74023,-36.71504],[174.74025,-36.71495]]}"
"Lucas Pt","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.69068,-36.72487],[174.69088,-36.72486]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.7383,-36.67901],[174.73821,-36.6784],[174.73818,-36.67837],[174.73813,-36.67836]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.75095,-36.68737],[174.75098,-36.68729],[174.75102,-36.6872],[174.75106,-36.68717],[174.7511,-36.68715],[174.75118,-36.68716]]}"
"Rautahi Ter","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68644,-36.68359],[174.68647,-36.68349],[174.68651,-36.68339],[174.68715,-36.68256]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.75086,-36.68953],[174.75073,-36.68945]]}"
"The Oval","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.64691,-36.75308],[174.64696,-36.7529],[174.64705,-36.75277],[174.64724,-36.75267],[174.6475,-36.75262]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70812,-36.7299],[174.70804,-36.7299],[174.70797,-36.72987],[174.7079,-36.72982]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.7078,-36.73146],[174.70787,-36.73125]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72739,-36.74929],[174.7273,-36.74928],[174.72722,-36.74924],[174.72713,-36.74917],[174.72679,-36.74887]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70807,-36.73013],[174.70814,-36.72999],[174.70814,-36.72995],[174.70812,-36.7299]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.73958,-36.69072],[174.73957,-36.6906],[174.73963,-36.69037],[174.73985,-36.68973],[174.73989,-36.68958],[174.73994,-36.68948],[174.73997,-36.68944],[174.74015,-36.6894]]}"
"Hokowhitu Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69409,-36.735],[174.69424,-36.735]]}"
,"Rosedale","70","{""type"":""LineString"",""coordinates"":[[174.72787,-36.75132],[174.7279,-36.75121],[174.72806,-36.75113]]}"
"Stadium Dr","Albany","20","{""type"":""LineString"",""coordinates"":[[174.70313,-36.72646],[174.70311,-36.72628]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.7383,-36.67901],[174.73955,-36.67873]]}"
"Menzies Pl","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.6471,-36.75438],[174.64666,-36.75432],[174.64657,-36.75429],[174.64649,-36.75425],[174.64638,-36.75407]]}"
,"Pinehill","10","{""type"":""LineString"",""coordinates"":[[174.72404,-36.73126],[174.7241,-36.73117],[174.72419,-36.73108],[174.72453,-36.73082],[174.72456,-36.73076],[174.72455,-36.7307],[174.72444,-36.73045]]}"
,"Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.6753,-36.68555],[174.67607,-36.68528]]}"
"The Oval","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.64829,-36.7527],[174.64798,-36.75267],[174.6475,-36.75262]]}"
"Vineyard Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70095,-36.7299],[174.70104,-36.7298]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70535,-36.72861],[174.70551,-36.72867],[174.70554,-36.72866],[174.70565,-36.72845]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70673,-36.73253],[174.70722,-36.732]]}"
"Medway Rd","Paremoremo","30","{""type"":""LineString"",""coordinates"":[[174.65013,-36.75404],[174.65027,-36.7537],[174.65037,-36.75348],[174.65041,-36.75323],[174.65037,-36.75307]]}"
"Goodland Dr","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.66487,-36.68596],[174.66528,-36.68567],[174.66569,-36.68549],[174.66591,-36.68542],[174.66618,-36.68536]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70524,-36.73],[174.70507,-36.72984]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.7103,-36.73099],[174.71044,-36.73087],[174.71051,-36.73082],[174.71059,-36.73079],[174.71071,-36.73077]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.71004,-36.72895],[174.71022,-36.72892]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73726,-36.72613],[174.73693,-36.72611],[174.73662,-36.72601],[174.73626,-36.72587]]}"
"Appleby Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.68666,-36.7492],[174.68677,-36.74916],[174.6869,-36.74913],[174.68743,-36.74906]]}"
"University Ave","Albany","30","{""type"":""LineString"",""coordinates"":[[174.70177,-36.73237],[174.70195,-36.73238],[174.70238,-36.73233]]}"
,"Long Bay","50","{""type"":""LineString"",""coordinates"":[[174.73835,-36.6906],[174.7385,-36.69059]]}"
"Kell Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69522,-36.72576],[174.69492,-36.72553]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70787,-36.73125],[174.70745,-36.73117]]}"
"Hythe Ter","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74675,-36.73706],[174.74684,-36.73664],[174.74685,-36.73657],[174.74683,-36.73651],[174.74676,-36.73642],[174.74673,-36.73637],[174.74674,-36.73632],[174.7468,-36.73626]]}"
,"Albany","10","{""type"":""LineString"",""coordinates"":[[174.70082,-36.7342],[174.70065,-36.73412]]}"
"Rautahi Ter","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68715,-36.68256],[174.68713,-36.68251],[174.68713,-36.68247],[174.68714,-36.68243],[174.68717,-36.6824],[174.68722,-36.68238],[174.68726,-36.68238],[174.6873,-36.68239]]}"
